Artist
Coldplay
blink-182
Faith Hill
Linkin Park
*NSYNC
Sisqo
Eminem
Robbie Williams
Destiny's Child
Red Hot Chili Peppers
3 Doors Down
Dr. Dre
Modjo
Alice Deejay
Limp Bizkit
Gigi D'Agostino
Wheatus
Backstreet Boys
JAY-Z
DMX
Destiny's Child
Darude
Craig David
Lonestar
Nelly
The Corrs
Westlife
*NSYNC
LeAnn Rimes
Aaliyah
Toni Braxton
Britney Spears
Nine Days
Joe
Baha Men
Tom Jones
Destiny's Child
*NSYNC
Donell Jones
U2
Gigi D'Agostino
Lee Ann Womack
Third Eye Blind
Christina Aguilera
Sonique
Filter
CÃ©line Dion
Mary Mary
Christina Aguilera
Westlife
Vertical Horizon
Fuel
Britney Spears
Christina Aguilera
JAY-Z
3 Doors Down
Vengaboys
Craig David
Mariah Carey
LeAnn Rimes
Ronan Keating
Ricky Martin
Melanie C
Mariah Carey
Donell Jones
DJ Ã–tzi
Faith Hill
Enrique Iglesias
Ruff Endz
P!nk
GABRIELLE
Everclear
Marc Anthony
Erykah Badu
Matchbox Twenty
Samantha Mumba
Toploader
Madison Avenue
Jagged Edge
Next
MÃ½a
Bomfunk MC's
Carl Thomas
Moloko
S Club
Avant
Savage Garden
Montell Jordan
Sting
Kandi
Da Brat
Chicane
M.O.P.
Melanie C
Anastacia
Jagged Edge
R.E.M.
P!nk
BBMAK
Madonna
Shaggy
Destiny's Child
Eminem
Kylie Minogue
Christina Aguilera
Nelly Furtado
Shakira
Jimmy Eat World
Train
Outkast
Nickelback
Weezer
Mary J. Blige
Incubus
Limp Bizkit
Shaggy
Daft Punk
Nelly
Sum 41
Eve
Alien Ant Farm
Alicia Keys
Dido
John Mayer
Crazy Town
USHER
Sum 41
Uncle Kracker
Enya
P.O.D.
Gorillaz
Lenny Kravitz
Britney Spears
Missy Elliott
Staind
Blu Cantrell
Michael Jackson
GABRIELLE
Travis
Five For Fighting
Ginuwine
Lifehouse
Jennifer Lopez
The Strokes
Afroman
Westlife
D12
Jennifer Lopez
Lasgo
Jagged Edge
Destiny's Child
*NSYNC
Jamiroquai
Ja Rule
Matchbox Twenty
Atomic Kitten
112
Rui Da Silva
Janet Jackson
Destiny's Child
Aerosmith
Trick Daddy
S Club
JAY-Z
Geri Halliwell
Craig David
The Supermen Lovers
Ja Rule
S Club
Nelly Furtado
Sunshine Anderson
Case
Blue
Sugar Ray
Jennifer Lopez
Erick Sermon
Jagged Edge
Lonestar
GABRIELLE
2Pac
iio
S Club
Ronan Keating
Westlife
112
OPM
Joe
Musiq Soulchild
DB Boulevard
Jennifer Lopez
3LW
Atomic Kitten
Mary J. Blige
Missy Elliott
Basement Jaxx
Christina Milian
DJ Pied Piper & The Masters Of Ceremonies
Faithless
Eve 6
*NSYNC
Nelly
Eminem
Avril Lavigne
Vanessa Carlton
The Calling
Shakira
No Doubt
Linkin Park
Coldplay
Eminem
Red Hot Chili Peppers
Nelly
Avril Lavigne
Norah Jones
Ashanti
Fat Joe
Red Hot Chili Peppers
Coldplay
Eminem
Creed
Puddle Of Mudd
Busta Rhymes
Coldplay
USHER
P!nk
Missy Elliott
Diddy
The Chicks
Las Ketchup
Christina Aguilera
Camâ€™ron
P!nk
Chad Kroeger
Robbie Williams
Puddle Of Mudd
Big Tymers
Ja Rule
DJ Sammy
Diddy
Atomic Kitten
Sheryl Crow
Oasis
USHER
Camâ€™ron
No Doubt
Scooter
Mario
Eve
Ashanti
P!nk
Justin Timberlake
Britney Spears
John Mayer
Scooter
Khia
Sean Paul
Enrique Iglesias
Westlife
Aaliyah
CÃ©line Dion
Ludacris
Michelle Branch
Tweet
Musiq Soulchild
Britney Spears
Marilyn Manson
Stereophonics
Default
Alanis Morissette
Ashanti
Truth Hurts
No Doubt
Oasis
The Goo Goo Dolls
Sugababes
Elvis Presley
Christina Milian
Alicia Keys
Busta Rhymes
Kelly Clarkson
N.O.R.E.
Faith Evans
Enrique Iglesias
Jennifer Lopez
Madonna
Ludacris
Outkast
Holly Valance
Sophie Ellis-Bextor
LL COOL J
Liberty X
Daniel Bedingfield
Kylie Minogue
A1
*NSYNC
City High
Mary J. Blige
Delta Goodrem
Dirty Vegas
Daniel Bedingfield
50 Cent
The White Stripes
Evanescence
BeyoncÃ©
Sean Paul
Black Eyed Peas
Coldplay
Linkin Park
Justin Timberlake
Audioslave
Eminem
t.A.T.u.
The Strokes
Limp Bizkit
blink-182
Three Days Grace
50 Cent
John Mayer
Justin Timberlake
Trapt
Kelly Clarkson
